requirement_id,requirement_type,title,feature_id,decisions,journeys,nfrs,testable_consequence_1,testable_consequence_2
FR-167,FR,Prove the complete Format 02 vertical slice,F21,D004|D017|D018|D019|D020|D025|D026|D027|D028,UJ-03|UJ-04|UJ-07|UJ-08|UJ-09|UJ-11|UJ-13|UJ-14|UJ-16,NFR-REL-001|NFR-REL-002|NFR-REL-003|NFR-REL-004|NFR-REL-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-COMPAT-001|NFR-COMPAT-002|NFR-COMPAT-003|NFR-COMPAT-004|NFR-COMPAT-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-COMPUTE-001|NFR-COMPUTE-002|NFR-COMPUTE-003|NFR-COMPUTE-004|NFR-COMPUTE-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005,The reference slice runs on one local/self-hosted and one cloud Docker GPU profile.,A good standalone image that is not consumed and evaluated in the Format 02 composition does not complete the slice.
FR-168,FR,Represent broader scope honestly,F21,D004|D017|D018|D019|D020|D025|D026|D027|D028,UJ-03|UJ-04|UJ-07|UJ-08|UJ-09|UJ-11|UJ-13|UJ-14|UJ-16,NFR-REL-001|NFR-REL-002|NFR-REL-003|NFR-REL-004|NFR-REL-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-COMPAT-001|NFR-COMPAT-002|NFR-COMPAT-003|NFR-COMPAT-004|NFR-COMPAT-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-COMPUTE-001|NFR-COMPUTE-002|NFR-COMPUTE-003|NFR-COMPUTE-004|NFR-COMPUTE-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005,UI and compatibility manifests expose limited and uncertified scope.,"Release 1 cannot imply full video, documentary retrieval, advanced diagrams, UI reconstruction, or other uncertified production support."
FR-169,FR,Preserve the validated Atomic Harness Builder architecture,F22,D001|D003|D021|D023|D025|D026|D027|D028,UJ-01|UJ-13|UJ-14|UJ-16,NFR-REL-001|NFR-REL-002|NFR-REL-003|NFR-REL-004|NFR-REL-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-COMPAT-001|NFR-COMPAT-002|NFR-COMPAT-003|NFR-COMPAT-004|NFR-COMPAT-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005,The preservation contract maps each editor feature to compatible upstream mechanisms.,An editor implementation cannot redesign these systems without a governed upstream amendment.
FR-170,FR,Version product and internal capability layers independently,F22,D001|D003|D021|D023|D025|D026|D027|D028,UJ-01|UJ-13|UJ-14|UJ-16,NFR-REL-001|NFR-REL-002|NFR-REL-003|NFR-REL-004|NFR-REL-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-COMPAT-001|NFR-COMPAT-002|NFR-COMPAT-003|NFR-COMPAT-004|NFR-COMPAT-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005,Active runs pin exact versions and hashes.,A registry update cannot silently alter an in-flight run.
FR-171,FR,Publish a release compatibility manifest,F22,D001|D003|D021|D023|D025|D026|D027|D028,UJ-01|UJ-13|UJ-14|UJ-16,NFR-REL-001|NFR-REL-002|NFR-REL-003|NFR-REL-004|NFR-REL-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-COMPAT-001|NFR-COMPAT-002|NFR-COMPAT-003|NFR-COMPAT-004|NFR-COMPAT-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005,Compatibility tests cover every claimed combination.,Undeclared compatibility cannot be inferred from successful manual use.
FR-172,FR,"Classify patch, minor, and major change behavior",F22,D001|D003|D021|D023|D025|D026|D027|D028,UJ-01|UJ-13|UJ-14|UJ-16,NFR-REL-001|NFR-REL-002|NFR-REL-003|NFR-REL-004|NFR-REL-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-COMPAT-001|NFR-COMPAT-002|NFR-COMPAT-003|NFR-COMPAT-004|NFR-COMPAT-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005,Release tooling validates the declared class against actual schema and behavior changes.,Breaking changes cannot ship under patch or minor version.
FR-173,FR,Run representative compatibility and rollback tests,F22,D001|D003|D021|D023|D025|D026|D027|D028,UJ-01|UJ-13|UJ-14|UJ-16,NFR-REL-001|NFR-REL-002|NFR-REL-003|NFR-REL-004|NFR-REL-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-COMPAT-001|NFR-COMPAT-002|NFR-COMPAT-003|NFR-COMPAT-004|NFR-COMPAT-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005,Results appear in the release receipt.,A release with an untested claimed compatibility path cannot be certified.
FR-174,FR,Enforce implementation readiness states,F22,D001|D003|D021|D023|D025|D026|D027|D028,UJ-01|UJ-13|UJ-14|UJ-16,NFR-REL-001|NFR-REL-002|NFR-REL-003|NFR-REL-004|NFR-REL-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-COMPAT-001|NFR-COMPAT-002|NFR-COMPAT-003|NFR-COMPAT-004|NFR-COMPAT-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005,Each state has typed evidence and transition gates.,PRD_APPROVED cannot be interpreted as implementation authorization.
FR-175,FR,Generate a traceable Visual Asset Editor Development Capsule,F22,D001|D003|D021|D023|D025|D026|D027|D028,UJ-01|UJ-13|UJ-14|UJ-16,NFR-REL-001|NFR-REL-002|NFR-REL-003|NFR-REL-004|NFR-REL-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-COMPAT-001|NFR-COMPAT-002|NFR-COMPAT-003|NFR-COMPAT-004|NFR-COMPAT-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005,Every generated implementation artifact maps to requirements and architecture nodes.,A folder of ungoverned scaffolding does not satisfy the capsule.
FR-176,FR,Enforce binding implementation prohibitions,F22,D001|D003|D021|D023|D025|D026|D027|D028,UJ-01|UJ-13|UJ-14|UJ-16,NFR-REL-001|NFR-REL-002|NFR-REL-003|NFR-REL-004|NFR-REL-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-COMPAT-001|NFR-COMPAT-002|NFR-COMPAT-003|NFR-COMPAT-004|NFR-COMPAT-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005,The readiness report names each prohibition and evidence of compliance.,Any known violation forces a blocked authorization result.
NFR-SEM-001,NFR,Preserve demand authority,SEM,,,,"The system must not change authorized semantic intent, Activative function, sequence role, composition role, identity, continuity, or wrong-reading constraints outside a new approved demand version.",
NFR-SEM-002,NFR,Separate observation from inference,SEM,,,,"Visual observations, derived geometry, VLM interpretations, generated proposals, and human-authorized decisions must remain explicitly typed and traceable.",
NFR-SEM-003,NFR,Hard-gate meaning failures,SEM,,,,A technically attractive asset with failed semantic or Activative fidelity must be ineligible for acceptance.,
NFR-SEM-004,NFR,Preserve category and format context,SEM,,,,"Evaluation, memory, and routing must retain the requesting category, format profile, atomic harness, and Visual Syntax role.",
NFR-SEM-005,NFR,Prevent silent demand degradation,SEM,,,,"Budget, queue pressure, provider failure, or workflow fallback must not lower semantic or composition quality thresholds without a typed amendment.",
NFR-REL-001,NFR,Idempotent submissions,REL,,,,Identical demand versions and idempotency keys must not create duplicate production runs.,
NFR-REL-002,NFR,Resumable workflows,REL,,,,Committed nodes must resume from checkpoints after interruption without replaying valid work.,
NFR-REL-003,NFR,Bounded quality repair,REL,,,,Quality repair must stop after three rounds and transition to a typed terminal or exception state.,
NFR-REL-004,NFR,Failure containment,REL,,,,"A node or worker failure must not mutate unrelated jobs, accepted assets, canonical registries, or authoritative contracts.",
NFR-REL-005,NFR,Rollback readiness,REL,,,,Certified releases and capability versions must support rollback with preserved asset and execution lineage.,
NFR-PERF-001,NFR,Budget-class latency targets,PERF,,,,"Each Budget Program must define expected queue, production, evaluation, and total wall-clock envelopes.",
NFR-PERF-002,NFR,Node-level timing,PERF,,,,"Every production and evaluation node must emit start, completion, duration, queue, and wait telemetry.",
NFR-PERF-003,NFR,Efficient checkpoint reuse,PERF,,,,"Repairs and resumes must reuse non-invalidated deterministic work, references, controls, and accepted intermediate assets.",
NFR-PERF-004,NFR,Adaptive early stopping,PERF,,,,Candidate exploration may stop when a passing candidate exceeds configured confidence and expected additional value is low.,
NFR-PERF-005,NFR,No hidden latency degradation,PERF,,,,"Model, workflow, container, or evaluator updates must be benchmarked for p50 and p95 latency changes before promotion.",
NFR-COST-001,NFR,Pre-execution estimate,COST,,,,"Every production plan must estimate GPU time, candidate count, evaluator depth, storage, and monetary cost before execution.",
NFR-COST-002,NFR,Hard budget enforcement,COST,,,,Runs must block or request approval before exceeding the selected Budget Program or caller authorization.,
NFR-COST-003,NFR,Cost-per-accepted-asset accounting,COST,,,,"Receipts must report total and marginal cost, failed candidate cost, repair cost, and accepted-output cost.",
NFR-COST-004,NFR,Compute-value routing,COST,,,,The router must select the least costly certified capability expected to meet required quality and latency.,
NFR-COST-005,NFR,Learning budget separation,COST,,,,Exploration and capability-learning compute must be labeled separately from ordinary production cost.,
NFR-TRACE-001,NFR,Immutable execution identity,TRACE,,,,"Each run must pin demand, plan, workflow, model, VAE, LoRA, control, custom-node, container, evaluator, and runtime identities and hashes.",
NFR-TRACE-002,NFR,Asset lineage completeness,TRACE,,,,"Every Production Asset and delivery variant must trace to source evidence, parent versions, transformations, candidates, evaluations, and promotion events.",
NFR-TRACE-003,NFR,Contract-to-output traceability,TRACE,,,,Every accepted asset must trace to the exact demand fields and quality gates it satisfies.,
NFR-TRACE-004,NFR,Knowledge provenance,TRACE,,,,"Every CMF-OKF concept and Steering Recipe must reference canonical records, evidence, benchmarks, authority class, and validity.",
NFR-TRACE-005,NFR,Published-version preservation,TRACE,,,,Published compositions must remain linked to the exact asset versions they used even after supersession.,
NFR-OBS-001,NFR,Event completeness,OBS,,,,"Every meaningful lifecycle transition, blocker, repair, amendment, cost change, and promotion must emit a typed event.",
NFR-OBS-002,NFR,Evidence-backed status,OBS,,,,"The Control Tower must show why a status exists and link to the governing contract, node, receipt, and evidence.",
NFR-OBS-003,NFR,Operational drill-down,OBS,,,,"Operators must inspect demand, plan, memory retrieval, candidate, evaluation, repair, compute, and delivery state without accessing hidden reasoning.",
NFR-OBS-004,NFR,Cross-run analytics,OBS,,,,"The product must aggregate completion, failure, repair, cost, latency, intervention, recurrence, and capability-gap metrics.",
NFR-OBS-005,NFR,Human action receipts,OBS,,,,"Every operator exception, budget authorization, degraded acceptance, cancellation, or promotion action must be receipted.",
NFR-SEC-001,NFR,Least privilege,SEC,,,,"Nodes and workers receive only declared sources, object-store paths, credentials, tools, models, network destinations, and write permissions.",
NFR-SEC-002,NFR,Sandboxed experimental capability,SEC,,,,"Uncertified workflows, nodes, models, LoRAs, or custom nodes must run in isolated experimental environments.",
NFR-SEC-003,NFR,Secret hygiene,SEC,,,,"Secrets must never be embedded in demands, plans, capsules, events, OKF concepts, artifacts, or logs.",
NFR-SEC-004,NFR,Untrusted input handling,SEC,,,,"Natural-language notes, reference files, workflow metadata, and retrieved knowledge must be treated as data and cannot override system authority.",
NFR-SEC-005,NFR,Asset and model integrity,SEC,,,,"Downloaded or mounted models, LoRAs, custom nodes, and containers must be hash-verified against approved registry records.",
NFR-COMPAT-001,NFR,Versioned service contracts,COMPAT,,,,"Demand, event, result, geometry, evaluation, repair, budget, and exception contracts must declare semantic versions.",
NFR-COMPAT-002,NFR,Backward-compatible minor evolution,COMPAT,,,,Minor releases may add optional fields or capabilities without breaking declared compatible callers.,
NFR-COMPAT-003,NFR,Explicit major migrations,COMPAT,,,,"Breaking contract, lifecycle, hard-gate, or authority changes require major versions, migration plans, compatibility tests, and rollback.",
NFR-COMPAT-004,NFR,Pinned run dependencies,COMPAT,,,,"An active run may not silently adopt newer registry, workflow, model, evaluator, or runtime versions.",
NFR-COMPAT-005,NFR,Compatibility manifest,COMPAT,,,,"Every product release must publish tested Builder profile, delegation contract, category profile, registry, and runtime compatibility.",
NFR-EVAL-001,NFR,Independent evaluation,EVAL,,,,The production model or materializer cannot be the sole approver of its own output.,
NFR-EVAL-002,NFR,Profile-specific hard gates,EVAL,,,,Each asset family and production route must use a certified evaluation profile with explicit thresholds and failure codes.,
NFR-EVAL-003,NFR,Evaluator calibration,EVAL,,,,"VLM evaluators must be tested for failure recall, false rejection, failure-code accuracy, responsible-layer accuracy, recurrence judgment, and confidence calibration.",
NFR-EVAL-004,NFR,Protected release benchmarks,EVAL,,,,"Certification must include representative, adversarial, mutation, repair, recurrence, recovery, and compatibility cases not exposed as runtime hints.",
NFR-EVAL-005,NFR,No average compensation,EVAL,,,,"Aggregate scores cannot compensate for failed semantic, Activative, composition, technical-validity, reproducibility, or evaluator hard gates.",
NFR-MEM-001,NFR,Contextual usage memory,MEM,,,,"Memory must store rendered use, Visual Syntax role, Activative function, composition relationships, recurrence intent, and VLM verdict.",
NFR-MEM-002,NFR,Authority-aware retrieval,MEM,,,,"Retrieval must filter knowledge by lifecycle status, authority class, compatibility, category, format, asset family, and current contract.",
NFR-MEM-003,NFR,Hybrid multimodal retrieval,MEM,,,,"Search must support lexical, semantic, image, composition, syntax-fingerprint, and graph signals.",
NFR-MEM-004,NFR,Contradiction and exception coverage,MEM,,,,"Context compilation must include applicable counterexamples, exceptions, superseding knowledge, and material contradictions.",
NFR-MEM-005,NFR,Minimum Complete Context,MEM,,,,"Retrieval must compile the smallest sufficient knowledge package and record included, excluded, and compressed resources.",
NFR-COMPUTE-001,NFR,Immutable runtime profiles,COMPUTE,,,,"Self-hosted jobs must use digest-pinned container images, ComfyUI versions, custom-node lockfiles, and system dependencies.",
NFR-COMPUTE-002,NFR,Capability-aware scheduling,COMPUTE,,,,"Jobs must route by required workflow, model, control, VRAM, queue, cache locality, cost, latency, and certified fallback.",
NFR-COMPUTE-003,NFR,Worker health and recovery,COMPUTE,,,,"Workers must expose health checks, job heartbeats, cancellation, timeout, artifact extraction, and replacement behavior.",
NFR-COMPUTE-004,NFR,Resource isolation,COMPUTE,,,,"Concurrent jobs must not mutate models, workflows, assets, caches, or execution state belonging to other jobs.",
NFR-COMPUTE-005,NFR,Local-cloud equivalence testing,COMPUTE,,,,"Certified local and cloud profiles must pass equivalent representative demand, output-contract, and recovery tests.",
NFR-UX-001,NFR,Policy-first controls,UX,,,,"The primary UI must expose budgets, priorities, experiment policies, exceptions, and authorization rather than requiring node-level production work.",
NFR-UX-002,NFR,Clear exceptional decisions,UX,,,,"Human-review packages must explain trigger, attempted repairs, preserved state, unresolved dimensions, choices, and consequences.",
NFR-UX-003,NFR,Visual evidence inspection,UX,,,,"Operators must inspect candidate comparisons, BBOX evidence, VLM evidence regions, composition renders, lineage, and recurrence contexts.",
NFR-UX-004,NFR,Accessible Control Tower,UX,,,,"Core supervisory surfaces must support keyboard navigation, readable status language, sufficient contrast, and non-color-only state cues.",
NFR-UX-005,NFR,No routine approval burden,UX,,,,"Passing routine jobs must complete without operator approval, manual candidate selection, prompt editing, or job restart.",
NFR-WORKFLOW-001,NFR,Typed production nodes,WORKFLOW,,,,"Every node must declare actor type, inputs, outputs, dependencies, validators, timeouts, retries, checkpoint, invalidation, and events.",
NFR-WORKFLOW-002,NFR,Deterministic orchestration,WORKFLOW,,,,"Routing, dependency resolution, contract validation, lifecycle transitions, and budget enforcement must be code-owned.",
NFR-WORKFLOW-003,NFR,Infrastructure-quality separation,WORKFLOW,,,,"Infrastructure retries and quality repairs must be independently classified, metered, and limited.",
NFR-WORKFLOW-004,NFR,Dependency-safe parallelism,WORKFLOW,,,,"Parallel candidates or preparation nodes require proven independence, bounded concurrency, cancellation, and merge semantics.",
NFR-WORKFLOW-005,NFR,Workflow integration testing,WORKFLOW,,,,"Tests must verify gating, resume, selective invalidation, service events, compute failover, and terminal-state correctness.",
NFR-GOV-001,NFR,Upstream architecture preservation,GOV,,,,The product must not alter the validated Atomic Harness Builder architecture or shared Activative authority model.,
NFR-GOV-002,NFR,Demand-owner authority,GOV,,,,"Only the owning Content Harness may approve demand-level semantic, Activative, sequence, or composition amendments.",
NFR-GOV-003,NFR,Registry promotion governance,GOV,,,,"Capabilities and knowledge move through explicit experimental, benchmarked, shadow, limited, production, deprecated, and retired states.",
NFR-GOV-004,NFR,Implementation authorization,GOV,,,,Architecture and implementation may proceed only through the formal readiness gates and receipts defined by the product.,
NFR-GOV-005,NFR,Certified-scope honesty,GOV,,,,"The product must clearly distinguish structurally represented, experimental, limited-production, and fully certified asset families and profiles.",
