fr_id,source_product,feature_id,title,primary_owner,primary_story_id,primary_story_title,canonical_spec_id,authority_source_id,ownership_authority_id,gate,claim_ceiling,original_spec_id,ownership_reconciled,requirement,required_evidence,source_refs
FR-118,AHP,F20,"Expand one source, category, runtime, provider, or learned claim boundary at a time",Program Control,ST-11.03,Expand boundaries and maintain truthful claim states,TS-REL-002,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-REL-002,false,"Every expansion beyond Release 1 shall declare its source-package requirements, category/profile, derivative contract, runtime or provider binding, learned claim envelope, evaluator profile, source authority scope, rollback, and scope-specific evidence.","Expansion manifest, benchmark/evaluation plan, compatibility tests, and authorization receipt.",SRC-CUR-003;SRC-AM-001;SRC-AM-002
FR-119,AHP,F20,"Separate implementation, evidence closure, production readiness, and certification",Program Control,ST-11.03,Expand boundaries and maintain truthful claim states,TS-REL-002,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-REL-002,false,"Feature code, local tests, successful real outputs, production readiness, evaluator certification, and product certification shall remain separate claim states with independent evidence and authority.","Claim-state tests, evidence matrix, status receipts, and UI labeling checks.",SRC-CUR-003;SRC-CUR-021;SRC-MIG-001
FR-120,AHP,F20,Generate a bounded PRD-to-implementation handoff,Program Control,ST-11.04,Generate the canonical implementation handoff,TS-REL-002,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-REL-002,false,"After human ratification, the PRD shall produce a canonical FR ledger, value-based Epics, vertical CBAR-hardened Stories, Tech Spec candidates, exact source reuse dispositions, target paths, tests, evidence gates, Development Capsules, and authority boundaries without treating the planning package as implementation authorization.","Traceability validation, Story/FR ownership report, source-crosswalk validation, and planning receipt.",SRC-MIG-001;SRC-MIG-002;SRC-TREE-001;SRC-SPEC-001
FR-121,AHP,F21,Establish the Canonical Interview Source Package as the batch root,Interview Expression,ST-01.02,Admit an Activative Interview session,TS-INT-001,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-INT-001,false,"The product shall represent each interview-derived campaign with one immutable Canonical Interview Source Package that binds the accepted source media, transcript, speakers, timestamps, tags, Expression Moments, keyframes, source authority, and provenance used by every derivative job.","Package schema validation, source/hash manifest, lineage graph, and acceptance receipt.",SRC-INT-001;SRC-INT-002;SRC-INT-003;SRC-AM-002
FR-122,AHP,F21,Support Activative Interview Brief-led admission,Interview Expression,ST-01.02,Admit an Activative Interview session,TS-INT-001,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-INT-001,false,"The Interview Expression integration shall admit sessions produced from an Activative Interview Brief, preserving planned Context Premises, Matrix of Edging, anchors, Interview Asset Contracts, intended tags, operator source authorization, and session design separately from what the participant actually expressed.","Brief hash, session operator source authorization, planned/observed tag comparison, and Interview Expression acceptance receipt.",SRC-INT-001;SRC-INT-002;SRC-INT-003
FR-123,AHP,F21,Support imported interview and transcript admission as a first-class path,Interview Expression,ST-01.03,Admit an imported interview and align it,TS-INT-001,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-INT-001,false,"The product shall admit an existing interview video with an uploaded or generated transcript without pretending that an Activative Interview Brief, Matrix of Edging, planned anchors, or predeclared asset contracts existed.","Import receipt, source/transcript hashes, absent-field declaration, retrospective-tag evidence, and operator confirmation.",SRC-INT-001;SRC-AM-002;SRC-EXT-017;SRC-EXT-023
FR-124,AHP,F21,"Align transcript, speakers, time bases, and media technically",Interview Expression,ST-01.03,Admit an imported interview and align it,TS-INT-002,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-INT-002,false,"The source-package compiler shall reconcile word-level timestamps, phrase boundaries, speaker diarization, audio events, source frame/time bases, media duration, and transcript confidence before source spans become eligible.","Alignment benchmark, duration/time-base validation, diarization review samples, and phrase-pack hash.",SRC-EXT-017;SRC-EXT-020;SRC-EXT-023;SRC-INT-001
FR-125,AHP,F21,"Govern operator-declared source authority, operator-defined source handling, and derivative usage",Interview Expression,ST-01.02,Admit an Activative Interview session,TS-INT-001,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-INT-001,false,"The source package shall declare participant operator source authorization, ownership, allowed derivative formats, publication scope, model-training eligibility, identity/voice use, retention, source revocation, and restricted evidence before any job or learning disposition is admitted.","Operator source-authority declaration, provenance checks, scope tests, usage audit, and source-revocation simulation.",SRC-INT-001;SRC-AM-001
FR-126,AHP,F21,"Version, supersede, and selectively invalidate source packages",Interview Expression,ST-01.04,"Version, supersede, and invalidate source packages",TS-INT-001,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-INT-001,false,"Corrections to transcripts, speakers, tags, source authority, Expression Moments, or source assets shall create a new immutable source-package version and compute selective downstream invalidation rather than rewriting accepted history.","Version/hash comparison, dependency analysis, selective invalidation tests, and historical replay.",SRC-CUR-010;SRC-AM-001;SRC-AM-002
FR-127,AHP,F22,"Separate planned, observed, inferred, confirmed, rejected, and superseded tags",Interview Expression,ST-02.01,Separate tag provenance and compile phrase context,TS-INT-004,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-INT-004,false,"Every source and routing tag shall declare its provenance state, evidence, confidence, authority, applicability, and lifecycle so an intended interview topic cannot be confused with an observed Expression Moment or an operator-confirmed route.","Tag-state registry tests, provenance graph, evidence links, and exclusion receipt.",SRC-INT-002;SRC-INT-003;SRC-AM-002
FR-128,AHP,F22,Use the packed phrase-level transcript as the primary language reasoning surface,Interview Expression,ST-02.01,Separate tag provenance and compile phrase context,TS-INT-002,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-INT-002,false,"The Pipeline shall compile a compact, speaker-aware, time-annotated phrase transcript from cached word-level data and use it as the default text reasoning surface, loading raw words or visual composites only when the current decision requires them.","Phrase-pack hash, compression coverage, source-word backreferences, and retrieval/context-size benchmark.",SRC-EXT-017;SRC-EXT-023;SRC-INT-001
FR-129,AHP,F22,"Build source shot maps, transitions, keyframes, and visual references",Interview Expression,ST-02.02,Build shot maps and keyframe references,TS-INT-003,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-INT-003,false,"The source-package compiler shall detect existing shot boundaries and transitions, sample representative and expression-relevant keyframes, record camera/framing changes, and expose visual references without treating shot changes as semantic importance.","Detection benchmark, frame hashes, source-time validation, and sampled human review.",SRC-EXT-020;SRC-EXT-017;SRC-INT-001
FR-130,AHP,F22,Discover and approve Anchor Hits and Expression Moments,Interview Expression,ST-02.03,Discover and approve Expression Moments,TS-INT-004,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-INT-004,false,"A bounded Expression Moment Hunter may propose source-backed spans using transcript, audio events, keyframes, Brief context, tags, and evidence; an Analyst validates truth and completeness, and only the authorized approval path may promote an Expression Moment.","Candidate portfolio, source-context review, Analyst report, approval receipt, and false-positive/false-negative benchmark.",SRC-INT-001;SRC-INT-002;SRC-INT-003;SRC-AM-002
FR-131,AHP,F22,Preserve rejected and borderline expression evidence,Interview Expression,ST-02.03,Discover and approve Expression Moments,TS-INT-004,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-INT-004,false,"Rejected, incomplete, invalid, low-confidence, or borderline Anchor Hit and Expression Moment candidates shall be stored with reasons, responsible failure layer, and future admissibility conditions rather than discarded.","Lifecycle and retrieval tests, rejection reasons, source authority scope, and supersession history.",SRC-INT-001;SRC-AM-001
FR-132,AHP,F22,Compile an Expression Ingredient Inventory and Asset Package Spec,Interview Expression,ST-02.04,Compile the Expression Ingredient Inventory and Asset Package Spec,TS-INT-005,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-INT-005,false,"Interview Expression shall compile approved quotes, evidence, Expression Moments, keyframes, voice/audio references, visual references, tags, archetype opportunities, restrictions, and lineage into an Asset Package Spec that downstream Atomic Harnesses can consume without rediscovering the source.","Schema validation, completeness report, ingredient/source graph, restrictions, and handoff receipt.",SRC-INT-001;SRC-INT-002;SRC-INT-003;SRC-AM-002
FR-133,AHP,F23,Compile one source-backed content-batch program,Atomic Harness Pipeline,ST-03.02,Compile the content batch and derivative jobs,TS-AHP-003,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-AHP-003,false,"The Pipeline shall compile a Content Batch Orchestration Program from one accepted source package or Asset Package Spec, declaring target derivative jobs, Harnesses, shared ingredients, dependencies, budgets, deadlines, review modes, and source-lineage obligations.","Batch schema, dependency graph, budget plan, Harness binding validation, and compilation receipt.",SRC-AM-001;SRC-AM-002;SRC-INT-001
FR-134,AHP,F23,Route approved expression material through eligible archetypes and Harnesses,Atomic Harness Pipeline,ST-03.03,"Route archetypes, reuse analysis, and prevent duplicate outputs",TS-AHP-003,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-AHP-003,false,"The Pipeline shall route approved expression material through current archetype coalitions, Primitive Coalition Contracts, asset-derivative routes, category/profile registries, and Builder-produced Harnesses; archetypes are psychological geometries that organize the viewer role inside tension, not decorative labels.","Eligibility tests, route ranking benchmark, exclusion reasons, and route-selection receipt.",SRC-INT-003;SRC-AM-002
FR-135,AHP,F23,Create immutable derivative job contracts,Atomic Harness Pipeline,ST-03.02,Compile the content batch and derivative jobs,TS-AHP-003,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-AHP-003,false,"Each batch job shall bind one Harness version, exact source-package and ingredient references, derivative type, target platform/profile, intended Activative and sequence function, output constraints, runtime capabilities, evaluation, source authority, and review policy.","Job schema, authority/source authority filters, source-grant validation, and admission receipt.",SRC-CUR-004;SRC-CUR-007;SRC-AM-002
FR-136,AHP,F23,Share source analysis while preventing duplicate or conflicting derivatives,Atomic Harness Pipeline,ST-03.03,"Route archetypes, reuse analysis, and prevent duplicate outputs",TS-AHP-003,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-AHP-003,false,"The batch runtime shall reuse accepted source transcripts, phrase packs, shot maps, keyframes, and approved moments, deduplicate overlapping derivative candidates, and detect conflicting source uses or near-duplicate outputs before production spend.","Reuse-cache tests, overlap/dedupe report, diversity evidence, and cost savings receipt.",SRC-EXT-023;SRC-AM-002
FR-137,AHP,F23,"Represent Hunters, Analysts, Composers, and Commanders as bounded workflow roles",Atomic Harness Pipeline,ST-03.04,Execute explicit nodes and bounded production roles,TS-AHP-004,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-AHP-004,false,"The Pipeline shall model Hunter, Analyst, Composer, and Commander responsibilities as explicit node roles with separate capabilities, tools, inputs, outputs, authority, and failure handling rather than hidden personas or a monolithic multi-agent prompt.","Role/actor taxonomy tests, handoff contracts, authority matrix, and node receipts.",SRC-MIG-001;SRC-INT-001;SRC-CUR-010
FR-138,AHP,F23,Propagate source or batch changes through selective invalidation,Atomic Harness Pipeline,ST-03.05,Propagate upstream change selectively,TS-AHP-005,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-AHP-005,false,"When a source package, approved moment, route, source authority state, Harness, or shared ingredient is superseded, the batch runtime shall compute and rerun only affected jobs and descendants while preserving accepted unaffected work.","Dependency-graph tests, invalidation receipts, checkpoint reuse, and historical audit.",SRC-CUR-010;SRC-AM-001;SRC-AM-002
FR-139,AHP,F24,Require talking-head A-roll as the base timeline for source-led shorts,Atomic Harness Pipeline,ST-04.02,Select and compile the source-backed A-roll,TS-VID-002,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-VID-002,false,"Every interview-derived source-led short-video Harness shall preserve the original talking-head footage and source audio as the base temporal spine; B-roll, graphics, evidence, animation, captions, and reframing may support or temporarily interrupt it only under declared functions.","A-roll coverage report, source-span map, support-layer manifest, and semantic review.",SRC-AM-002;SRC-EXT-017;SRC-EXT-018;SRC-EXT-019
FR-140,AHP,F24,Select source spans by expression and archetype function,Atomic Harness Pipeline,ST-04.02,Select and compile the source-backed A-roll,TS-VID-002,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-VID-002,false,"A bounded A-roll selector shall choose eligible source spans using approved Expression Moments, phrase context, speaker, audio events, keyframes, target duration, archetype sequence, and must-preserve/must-exclude constraints.","Source-context comparison, duration/coverage checks, candidate reasons, and independent selection review.",SRC-INT-001;SRC-EXT-017;SRC-EXT-023
FR-141,AHP,F24,Enforce word-boundary EDL and audio continuity,Atomic Harness Pipeline,ST-04.02,Select and compile the source-backed A-roll,TS-VID-002,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-VID-002,false,"Accepted source cuts shall snap to validated word or permitted silence/audio-event boundaries, use declared padding, preserve speaker handoffs and reactions where required, and apply production-correct audio fades and output-time caption mapping.","Word-boundary tests, waveform/boundary checks, caption offset validation, and rendered cut inspection.",SRC-EXT-017
FR-142,AHP,F24,"Compile evidence, B-roll, captions, and motion slots as source support",Atomic Harness Pipeline,ST-04.03,"Compile captions, evidence, B-roll, audio, and motion support",TS-VID-003,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-VID-003,false,"The short-video Harness shall compile supporting visual treatments from source evidence, approved assets, keyframes, screenshots, diagrams, captions, and bounded motion-block requests, each with a declared narrative/Activative function, timing, geometry, and lineage.","Support-function validation, geometry checks, evidence references, and composition preview.",SRC-EXT-018;SRC-EXT-019;SRC-EXT-017;SRC-CUR-014
